symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
IL1RL2	0.22394426201333703	0.35547064693679514	0.03661095336503231	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15281071409209743	0.028170184396769746	No data	1	0	0	0	0	0	0	No data	0.4495311638168782	-0.2733371732431142	0	No data	No data	0	0.5	0
COMMD1	0.22361467180299105	No data	0.36691725916387435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.2105249999999998	No data	0.2594594594594595	No data	0	No data	No data	No data	-1	-1
PDCD1	0.22324208603983245	0.12158615952232422	0.3111044183507449	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8520457688097067	No data	No data	1	1	0	1	1	0	0	No data	-0.13414230557087703	-0.9377049566033746	0	No data	No data	No data	0.5	0.5
ZNF287	0.22239884696807458	No data	0.36582921582820505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.13928999999999975	No data	-0.6575841147269719	0	0	No data	No data	0	-1	0
RAMP3	0.22213475975254976	No data	0.353669343228859	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.22910555434327917	No data	1	1	0	1	0	0	0.18918999999999997	No data	0.7988968560397132	No data	0	No data	No data	0	-1	0
ZNF774	0.22076590527691037	No data	0.3631431507405675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.7655819084390514	No data	0	No data	No data	0	-1	0
CDH23	0.2207070446547596	No data	0.36304632948659915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7182450000000002	No data	-0.45670159955874245	-0.7464020502782048	0	No data	No data	0	0.5	0
CUL2	0.21891364297700333	No data	0.35775747503109745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.046776897482894174	No data	No data	No data	0	0	0	0	0	0.8657699999999998	No data	-0.8818532818532818	No data	0	No data	No data	0	-1	-1
GRIN2B	0.21752027664531923	No data	0.355068649502997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	1	1	0	1	1	0	0.9258749999999999	0	-0.9940430226144512	-0.9036090904800023	0	255	No data	0	1	1
IL1RAP	0.21724701970108382	0.35547064693679514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03768408462868412	No data	1	0	1	0	0	0	0.4561399999999999	No data	-0.34903474903474907	0	0	No data	No data	0	1	-1
MYO3B	0.2164098777573267	No data	0.3543528172155175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03249998044031726	No data	No data	0	0	1	1	0	0.265475	No data	0.06431329288472143	-0.597784557999296	0	No data	No data	0	0.5	0.5
CDKN1A	0.21530799264327657	No data	0.33198214328542747	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4436631121809579	No data	No data	No data	0	0	0	1	0	0	No data	0.6798676227247655	-0.9261566180167491	0	255	No data	0	-1	-1
KCNK12	0.2152362947987425	No data	0.35315378454567714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.017871536775587837	No data	No data	1	0	0	0	0	0.9534900000000001	No data	-0.08593491450634305	0	0	No data	No data	-0.03488249999999997	1	0.5
SCGN	0.2144124623945274	No data	0.16415038075233745	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	0.02155182922611264	0.2963662638356653	No data	0	0	0	0	0	0.23913000000000012	No data	0.5855488141202427	-0.5756594462782788	0	No data	No data	0	0.5	0
MYRIP	0.21315563656619108	No data	0.35062483658274274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5236624379481523	-0.10002712586620749	0	No data	No data	0	0.5	0
NDC80	0.21281754132878658	No data	0.34854886859580336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.1978200000000001	No data	-0.16083838940981798	No data	-1	No data	No data	No data	0.5	0
EZR	0.21238398773191797	No data	0.34699980100330785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04711463681490064	No data	No data	No data	1	0	0	1	0	0.8208199999999998	No data	-0.43861003861003856	-0.6221533744154703	0	255	No data	-0.41126250000000014	-1	-1
FUT2	0.21195378223225136	No data	0.3118036083528392	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.73185985595695	0.011307434096367952	No data	No data	1	0	0	0	0	No data	No data	0.7974627688913403	-0.6077053086824593	0	255	No data	0	0.5	0
FASTKD3	0.21189359169207483	No data	0.34854886859580336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.298400441257584	No data	0	No data	No data	0	-1	0
CRACR2A	0.20943664534815198	No data	0.344507378423607	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0.021889999999999788	No data	0.001985659128516337	No data	0	No data	No data	0	0.5	0
TSHR	0.20908311092768309	No data	0.14993315615378638	No data	No data	No data	No data	No data	No data	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.1046326771458326	No data	1	1	0	0	1	0	0.3390050000000002	0	0.07810259238830675	-0.8925474455384946	0	255	No data	0	1	0.5
SOX14	0.20884006474594893	No data	0.3435260486331986	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9791649999999997	No data	-0.40959735245449536	-0.8568084436912976	0	No data	No data	-0.15625	0.5	0.5
CACNB2	0.2083733211598224	No data	0.3427582908753086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.2878799999999998	No data	-0.3331494760066188	-0.6463701179128734	0	No data	No data	-0.015152499999999947	0.5	0
TPRG1	0.20832845976124081	No data	0.34268449728110706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.1272750000000002	No data	0.506784335355764	-0.6922621656446051	0	No data	No data	0	0.5	0
SLC68A1	0.20816717681023905	No data	0.3424191990734239	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.45841500000000013	No data	-0.21356867071152785	No data	No data	No data	No data	No data	0.5	0
TRANK1	0.20811950675547322	No data	0.34234078545306923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.048499999999999946	No data	-0.2980694980694981	-0.20283063593662803	0	No data	No data	0	-1	0
MUC19	0.20791095077741018	No data	0.3366753266467304	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	0.09639087439924458	No data	No data	0	1	No data	No data	No data	0	No data	No data	0	No data	No data	No data	0	0.5	1
LRRC7	0.20774662735758936	No data	0.34172742715743953	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	No data	No data	No data	0.6761899999999997	No data	-0.9544401544401544	-0.6941895481969917	0	No data	No data	0	0.5	0.5
PPDPFL	0.20766443836760265	No data	0.34159223250977633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	No data	No data	0.36833976833976845	No data	0	No data	No data	0	1	0.5
HDGFL1	0.20741680954662192	No data	0.3411849019024875	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	-0.4547431408224101	0	No data	No data	0	1	1
GAL3ST2	0.20650525777264875	No data	0.33968546845125525	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8800882515168229	No data	0	No data	No data	0	1	1
FAM180A	0.2064486952858825	No data	0.3388250361393412	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015347826322972992	No data	No data	0	1	0	0	0	0	No data	0.6120242691671263	No data	0	No data	No data	0	0.5	0
PRMT8	0.20513908713347367	No data	0.3374382214873864	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.9238599999999998	1	-0.8922228350799779	-0.24702891011917832	0	No data	No data	-0.30837499999999984	1	0.5
DNLZ	0.2041747174402783	No data	0.3358519065696621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.9843353557639272	No data	0	No data	No data	No data	-1	0
MS4A1	0.20416104532178025	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.61538732874829	0.049259327835335015	No data	1	1	0	0	0	0	0	No data	0.036845008273579616	-0.06618660464602966	0	No data	No data	0	1	0
TRIB2	0.20400658312139577	No data	0.32366377713797406	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2382312248817325	No data	No data	0	0	0	1	0	0.9125349999999998	No data	-0.9417539988968561	-0.8213767999225602	0	No data	No data	0	-1	-1
DLG1	0.20395248857177511	No data	0.33366256456266674	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	1	0	0	0	0	0.8320250000000001	No data	-0.6995035852178709	-0.7328479866211784	0	No data	No data	-0.3057099999999998	-1	-1
PRR16	0.20363399448815261	No data	0.32779864619171095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14327624360950633	No data	No data	0	0	0	0	0	0.6381599999999998	No data	-0.5418643132928846	-0.2968332104456023	0	No data	No data	0	0.5	0
COL21A1	0.20325762377155646	No data	0.3343433571223815	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	No data	No data	0.5493656922228352	No data	0	No data	No data	0	0.5	0
ANKRD30A	0.2028775409966354	No data	0.3337181498185004	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.5064533921676779	No data	0	No data	No data	-0.24122999999999983	1	0.5
CDC73	0.20265897776069586	No data	0.32423966792738995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	No data	0	0	0	0	0	1	No data	-0.7719801434087148	-0.7942001535646539	-1	No data	255	No data	-1	-1
MAGI3	0.2016442794954391	No data	0.322874531729035	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1762999313073701	No data	No data	No data	0	0	0	1	0	0	No data	-0.717815774958632	No data	0	No data	No data	0	0.5	0
VWF	0.2014331873772904	No data	0.2962403346051577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6266177630731563	0.1696983763550725	No data	1	0	1	0	0	0	0.16814999999999997	No data	-0.5193601765030336	-0.8471951769997987	0	No data	No data	0	-1	0
LRRTM1	0.20121168846359497	No data	0.33097794889499876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8563200000000002	No data	-0.8055157198014341	-0.3287149700208511	0	No data	No data	0	0.75	0.5
CEP72	0.20120750273980512	No data	0.3290712799546632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0	No data	0.6132377275234417	0	0	255	No data	0	0.5	0
TM9SF2	0.20089203034681744	No data	0.33045213556553205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7812950000000001	No data	-0.9198014340871483	0	0	No data	No data	0	-1	-1
HDAC9	0.19972918871405884	No data	0.31632311723100515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2443246429362212	No data	No data	1	0	0	1	1	0	0.6024299999999997	No data	-0.8177606177606178	-0.48380956040314754	0	No data	No data	0	-1	-1
SATB1	0.19896437845496784	No data	0.3265213810790122	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.9148099999999999	No data	-0.9509100937672367	-0.858533107472352	0	No data	No data	0	0.75	-1
CTNNB1	0.19866858252203515	No data	0.06561886557310131	No data	No data	No data	No data	No data	No data	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	0.2891077887586151	No data	No data	0.2	1	0	1	1	0	0.9936	No data	-0.9842250413678986	-0.9610337989605402	0	255	255	-0.12932249999999995	-1	-1
INHBA	0.19859087374521048	No data	0.30709886360256017	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12959902517417737	0.3337613150016579	No data	1	0	1	0	0	0	0.80047	No data	-0.9741864313292885	-0.79765311200674	0	No data	No data	0	0.5	0
HNF4G	0.19842561712458975	No data	0.31771405310481876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16002596159463903	0.03058748607703634	No data	No data	0	0	0	0	0	0.75824	No data	-0.7704357418643133	-0.2684267109140778	0	No data	No data	-0.19230750000000008	1	0.5
KIAA0319	0.19707488451169547	No data	0.32417322051447955	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	-0.14340871483728623	-0.011453818198359778	0	No data	No data	0	0.75	0.5
TNFSF18	0.19643197244098892	No data	0.323115678976475	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0	No data	0.5349145063430778	0	0	No data	No data	No data	0.5	0.5
ZPLD1	0.19623455488906422	No data	0.3227909420940859	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5783149999999999	No data	0.1275234418091562	-0.22986827815066974	0	No data	No data	0	0.5	0.5
TRIB1	0.19589825260805852	No data	0.320554445183718	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	0.02691131725164667	No data	No data	1	0	0	1	0	0.69086	No data	-0.21334804191947054	-0.7726696943403083	0	No data	No data	0	0.5	-1
SMAD4	0.19582221210837875	No data	0.04158867371939593	No data	No data	No data	No data	No data	No data	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	0.27052613955828986	No data	No data	No data	0	0	0	0	1	0.9184800000000003	No data	-0.9391064533921677	-0.8617086138107535	0	No data	255	0	-1	-1
NFIA	0.19563248570456782	No data	0.32180058400256994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9607050000000001	No data	-0.9696635410921125	-0.8153266503919987	0	255	No data	-0.26817250000000004	-1	-1
SLC4A3	0.19549895433365705	No data	0.3189288844523276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.047637182378803135	No data	No data	0	0	0	0	0	0.7767850000000003	No data	-0.6220628792057363	-0.6584870551164812	0	No data	No data	0	0.5	0
PSAT1	0.19523666122901384	No data	0.2917958694459171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5583378570640228	0.06465242238054889	No data	No data	0	0	0	0	1	0.6216200000000001	No data	0.517484831770546	-0.580148293710376	0	No data	No data	0	0.5	0
TRPM3	0.19469054717540796	No data	0.31771405310481876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.042636526863792774	No data	No data	0	0	0	0	0	0.8720199999999998	No data	-0.7088803088803088	-0.6627763863797128	0	No data	No data	0	1	0.5
PSORS1C1	0.19419757153740325	No data	No data	0.3194402591550677	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.27887479316050734	No data	0	255	No data	No data	1	0
MTARC2	0.19347757453665881	No data	0.3182559187604486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.33226696083838947	-0.24151561637712204	0	No data	No data	-0.13432749999999985	0.5	0
MSH6	0.19319154395022511	No data	0.03987917345401685	No data	No data	No data	No data	No data	No data	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	0.1732602598038023	No data	No data	No data	0	0	0	0	1	0.27205999999999975	No data	-0.21963596249310535	-0.6568011879463272	0	No data	255	0	-1	-1
HMGCR	0.1923390739553692	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24835545896594358	No data	No data	1	0	0	1	1	1	0.6734250000000003	1	-0.7436293436293436	-0.3074028175658705	-1	255	No data	No data	0.5	-1
